"f.bug_id","bug_fix_days_count","c.author","commit_message","f.summary","summary_stemmed","f.description","description_stemmed","m.Name","m.AvgCyclomatic","m.AvgCyclomaticModified","m.AvgCyclomaticStrict","m.AvgEssential","m.AvgLine","m.AvgLineBlank","m.AvgLineCode","m.AvgLineComment","m.CountDeclClass","m.CountDeclClassMethod","m.CountDeclClassVariable","m.CountDeclExecutableUnit","m.CountDeclFunction","m.CountDeclInstanceMethod","m.CountDeclInstanceVariable","m.CountDeclMethod","m.CountDeclMethodDefault","m.CountDeclMethodPrivate","m.CountDeclMethodProtected","m.CountDeclMethodPublic","m.CountLine","m.CountLineBlank","m.CountLineCode","m.CountLineCodeDecl","m.CountLineCodeExe","m.CountLineComment","m.CountSemicolon","m.CountStmt","m.CountStmtDecl","m.CountStmtExe","m.MaxCyclomatic","m.MaxCyclomaticModified","m.MaxCyclomaticStrict","m.MaxEssential","m.MaxNesting","m.RatioCommentToCode","m.SumCyclomatic","m.SumCyclomaticModified","m.SumCyclomaticStrict","m.SumEssential","d.Severity"
"50790","1","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50790 Improve method resolution in EL expressions Add test cases for this bug","Bug 50790  EL parser needs to be more dynamic","parser need dynam","String.containes(CharSequence) is not being resolved correctly in the following situation:

<span class=""#{(facesContext.externalContext.request.requestURI.contains(item.url)) ? 'activepage' : ''}"">#{template[item.labelKey]}</span>

Exception:


javax.el.ELException: /faces/template/mainLayout.xhtml: java.lang.NoSuchMethodException: java.lang.String.contains(java.lang.String)
	at com.sun.faces.facelets.compiler.AttributeInstruction.write(AttributeInstruction.java:87)
	at com.sun.faces.facelets.compiler.UIInstructions.encodeBegin(UIInstructions.java:75)
	at com.sun.faces.renderkit.html_basic.HtmlBasicRenderer.encodeRecursive(HtmlBasicRenderer.java:285)
	at com.sun.faces.renderkit.html_basic.OutputLinkRenderer.encodeChildren(OutputLinkRenderer.java:125)
	at javax.faces.component.UIComponentBase.encodeChildren(UIComponentBase.java:848)
	at javax.faces.component.UIComponent.encodeAll(UIComponent.java:1613)
	at com.sun.faces.facelets.component.RepeatRenderer.encodeChildren(RepeatRenderer.java:97)
	at com.sun.faces.facelets.component.UIRepeat.process(UIRepeat.java:496)
	at com.sun.faces.facelets.component.UIRepeat.encodeChildren(UIRepeat.java:926)
	at javax.faces.component.UIComponent.encodeAll(UIComponent.java:1613)
	at javax.faces.render.Renderer.encodeChildren(Renderer.java:168)
	at javax.faces.component.UIComponentBase.encodeChildren(UIComponentBase.java:848)
	at javax.faces.component.UIComponent.encodeAll(UIComponent.java:1613)
	at javax.faces.component.UIComponent.encodeAll(UIComponent.java:1616)
	at javax.faces.component.UIComponent.encodeAll(UIComponent.java:1616)
	at com.sun.faces.application.view.FaceletViewHandlingStrategy.renderView(FaceletViewHandlingStrategy.java:380)
	at com.sun.faces.application.view.MultiViewHandler.renderView(MultiViewHandler.java:126)
	at com.ocpsoft.pretty.faces.application.PrettyViewHandler.renderView(PrettyViewHandler.java:157)
	at com.sun.faces.lifecycle.RenderResponsePhase.execute(RenderResponsePhase.java:127)
	at com.sun.faces.lifecycle.Phase.doPhase(Phase.java:101)
	at com.sun.faces.lifecycle.LifecycleImpl.render(LifecycleImpl.java:139)
	at javax.faces.webapp.FacesServlet.service(FacesServlet.java:313)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:306)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:210)
	at com.reardeninc.tigris.ui.facesutil.FacesFilter.doFilter(FacesFilter.java:86)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:244)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:210)
	at org.primefaces.webapp.filter.FileUploadFilter.doFilter(FileUploadFilter.java:79)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:244)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:210)
	at com.ocpsoft.pretty.PrettyFilter.doFilter(PrettyFilter.java:100)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:244)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:210)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:240)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:161)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:496)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:164)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:100)
	at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:541)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:118)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:383)
	at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:243)
	at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:188)
	at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:288)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:680)
Caused by: java.lang.NoSuchMethodException: java.lang.String.contains(java.lang.String)
	at java.lang.Class.getMethod(Class.java:1605)
	at javax.el.BeanELResolver.invoke(BeanELResolver.java:405)
	at javax.el.CompositeELResolver.invoke(CompositeELResolver.java:161)
	at org.apache.el.parser.AstValue.getValue(AstValue.java:159)
	at org.apache.el.parser.AstChoice.getValue(AstChoice.java:45)
	at org.apache.el.ValueExpressionImpl.getValue(ValueExpressionImpl.java:189)
	at com.sun.faces.facelets.el.ELText$ELTextVariable.toString(ELText.java:207)
	at com.sun.faces.facelets.compiler.AttributeInstruction.write(AttributeInstruction.java:82)
	... 46 more","string contain char sequenc charsequ resolv correctli follow situat span class face context facescontext extern context externalcontext request request requesturi contain item url activepag templat item label key labelkey span except javax except elexcept face templat main layout mainlayout xhtml java lang no such method except nosuchmethodexcept java lang string contain java lang string sun face facelet compil attribut instruct attributeinstruct write attribut instruct attributeinstruct java sun face facelet compil ui instruct uiinstruct encod begin encodebegin ui instruct uiinstruct java sun face renderkit html basic html basic render htmlbasicrender encod recurs encoderecurs html basic render htmlbasicrender java sun face renderkit html basic output link render outputlinkrender encod child encodechildren output link render outputlinkrender java javax face compon ui compon base uicomponentbas encod child encodechildren ui compon base uicomponentbas java javax face compon ui compon uicompon encod all encodeal ui compon uicompon java sun face facelet compon repeat render repeatrender encod child encodechildren repeat render repeatrender java sun face facelet compon ui repeat uirepeat process ui repeat uirepeat java sun face facelet compon ui repeat uirepeat encod child encodechildren ui repeat uirepeat java javax face compon ui compon uicompon encod all encodeal ui compon uicompon java javax face render render encod child encodechildren render java javax face compon ui compon base uicomponentbas encod child encodechildren ui compon base uicomponentbas java javax face compon ui compon uicompon encod all encodeal ui compon uicompon java javax face compon ui compon uicompon encod all encodeal ui compon uicompon java javax face compon ui compon uicompon encod all encodeal ui compon uicompon java sun face applic view facelet view handl strategi faceletviewhandlingstrategi render view renderview facelet view handl strategi faceletviewhandlingstrategi java sun face applic view multi view handler multiviewhandl render view renderview multi view handler multiviewhandl java ocpsoft pretti face applic pretti view handler prettyviewhandl render view renderview pretti view handler prettyviewhandl java sun face lifecycl render respons phase renderresponsephas execut render respons phase renderresponsephas java sun face lifecycl phase do phase dophas phase java sun face lifecycl lifecycl impl lifecycleimpl render lifecycl impl lifecycleimpl java javax face webapp face servlet facesservlet servic face servlet facesservlet java apach catalina core applic filter chain applicationfilterchain intern do filter internaldofilt applic filter chain applicationfilterchain java apach catalina core applic filter chain applicationfilterchain do filter dofilt applic filter chain applicationfilterchain java reardeninc tigri ui facesutil face filter facesfilt do filter dofilt face filter facesfilt java apach catalina core applic filter chain applicationfilterchain intern do filter internaldofilt applic filter chain applicationfilterchain java apach catalina core applic filter chain applicationfilterchain do filter dofilt applic filter chain applicationfilterchain java primefac webapp filter file upload filter fileuploadfilt do filter dofilt file upload filter fileuploadfilt java apach catalina core applic filter chain applicationfilterchain intern do filter internaldofilt applic filter chain applicationfilterchain java apach catalina core applic filter chain applicationfilterchain do filter dofilt applic filter chain applicationfilterchain java ocpsoft pretti pretti filter prettyfilt do filter dofilt pretti filter prettyfilt java apach catalina core applic filter chain applicationfilterchain intern do filter internaldofilt applic filter chain applicationfilterchain java apach catalina core applic filter chain applicationfilterchain do filter dofilt applic filter chain applicationfilterchain java apach catalina core standard wrapper valv standardwrappervalv invok standard wrapper valv standardwrappervalv java apach catalina core standard context valv standardcontextvalv invok standard context valv standardcontextvalv java apach catalina authent authent base authenticatorbas invok authent base authenticatorbas java apach catalina core standard host valv standardhostvalv invok standard host valv standardhostvalv java apach catalina valv error report valv errorreportvalv invok error report valv errorreportvalv java apach catalina valv access log valv accesslogvalv invok access log valv accesslogvalv java apach catalina core standard engin valv standardenginevalv invok standard engin valv standardenginevalv java apach catalina connector coyot adapt coyoteadapt servic coyot adapt coyoteadapt java apach coyot http11 http11 processor http11processor process http11 processor http11processor java apach coyot http11 http11 protocol http11protocol http11 connect handler http11connectionhandl process http11 protocol http11protocol java apach tomcat util net io endpoint jioendpoint socket processor socketprocessor run io endpoint jioendpoint java java util concurr thread pool executor threadpoolexecutor worker run task runtask thread pool executor threadpoolexecutor java java util concurr thread pool executor threadpoolexecutor worker run thread pool executor threadpoolexecutor java java lang thread run thread java caus java lang no such method except nosuchmethodexcept java lang string contain java lang string java lang class get method getmethod class java javax bean resolv beanelresolv invok bean resolv beanelresolv java javax composit resolv compositeelresolv invok composit resolv compositeelresolv java apach parser ast valu astvalu get valu getvalu ast valu astvalu java apach parser ast choic astchoic get valu getvalu ast choic astchoic java apach valu express impl valueexpressionimpl get valu getvalu valu express impl valueexpressionimpl java sun face facelet text eltext text variabl eltextvari to string tostr text eltext java sun face facelet compil attribut instruct attributeinstruct write attribut instruct attributeinstruct java","""test/org/apache/el/TestMethodExpressionImpl.java""","1","1","1","1","9","0","8","0","1","0","0","29","29","29","2","29","0","0","0","29","352","47","272","143","196","33","143","178","107","71","2","2","2","1","1","0","34","34","34","29","critical"
"50793","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50793 Correctly fire request init/destroy events for astnc requests","Bug 50793  Invalid DispatchType in ServletRequestListener on async dispatch","invalid dispatch type dispatchtyp servlet request listen servletrequestlisten async dispatch","If a ServletRequestListener is defined, when is invoked after a call to AsyncContext#dispatch() the DispatcherType returned from the ServletRequest is REQUEST rather than ASYNC. When the actual servlet is invoked, the type is correctly set to ASYNC.

If the listener is intended to be invoked for each dispatch, then the DispatcherType should match the value returned in the filter/servlet.","servlet request listen servletrequestlisten defin invok call async context asynccontext dispatch dispatch type dispatchertyp return servlet request servletrequest request rather async actual servlet invok type correctli set async listen intend invok dispatch dispatch type dispatchertyp match valu return filter servlet","""java/org/apache/catalina/connector/CoyoteAdapter.java""","10","10","12","4","67","6","48","12","1","3","7","15","15","12","1","15","0","0","7","8","1174","165","779","156","575","230","407","559","139","420","33","33","34","17","6","0","153","153","184","60","normal"
"50793","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50793 Correctly fire request init/destroy events for astnc requests","Bug 50793  Invalid DispatchType in ServletRequestListener on async dispatch","invalid dispatch type dispatchtyp servlet request listen servletrequestlisten async dispatch","If a ServletRequestListener is defined, when is invoked after a call to AsyncContext#dispatch() the DispatcherType returned from the ServletRequest is REQUEST rather than ASYNC. When the actual servlet is invoked, the type is correctly set to ASYNC.

If the listener is intended to be invoked for each dispatch, then the DispatcherType should match the value returned in the filter/servlet.","servlet request listen servletrequestlisten defin invok call async context asynccontext dispatch dispatch type dispatchertyp return servlet request servletrequest request rather async actual servlet invok type correctli set async listen intend invok dispatch dispatch type dispatchertyp match valu return filter servlet","""java/org/apache/catalina/core/StandardContext.java""","2","2","2","1","16","1","9","4","6","0","3","300","300","300","120","300","0","11","11","278","6408","1278","3304","1006","2000","1831","1472","2262","841","1421","54","54","69","9","5","1","694","694","749","392","normal"
"50793","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50793 Correctly fire request init/destroy events for astnc requests","Bug 50793  Invalid DispatchType in ServletRequestListener on async dispatch","invalid dispatch type dispatchtyp servlet request listen servletrequestlisten async dispatch","If a ServletRequestListener is defined, when is invoked after a call to AsyncContext#dispatch() the DispatcherType returned from the ServletRequest is REQUEST rather than ASYNC. When the actual servlet is invoked, the type is correctly set to ASYNC.

If the listener is intended to be invoked for each dispatch, then the DispatcherType should match the value returned in the filter/servlet.","servlet request listen servletrequestlisten defin invok call async context asynccontext dispatch dispatch type dispatchertyp return servlet request servletrequest request rather async actual servlet invok type correctli set async listen intend invok dispatch dispatch type dispatchertyp match valu return filter servlet","""java/org/apache/catalina/core/StandardContextValve.java""","2","2","3","1","22","2","10","9","1","0","1","6","6","6","1","6","0","1","0","5","222","45","86","32","44","91","36","53","24","29","10","10","15","5","2","1","17","17","22","10","normal"
"50793","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50793 Correctly fire request init/destroy events for astnc requests","Bug 50793  Invalid DispatchType in ServletRequestListener on async dispatch","invalid dispatch type dispatchtyp servlet request listen servletrequestlisten async dispatch","If a ServletRequestListener is defined, when is invoked after a call to AsyncContext#dispatch() the DispatcherType returned from the ServletRequest is REQUEST rather than ASYNC. When the actual servlet is invoked, the type is correctly set to ASYNC.

If the listener is intended to be invoked for each dispatch, then the DispatcherType should match the value returned in the filter/servlet.","servlet request listen servletrequestlisten defin invok call async context asynccontext dispatch dispatch type dispatchertyp return servlet request servletrequest request rather async actual servlet invok type correctli set async listen intend invok dispatch dispatch type dispatchertyp match valu return filter servlet","""test/org/apache/catalina/core/TestAsyncContextImpl.java""","1","1","1","1","12","1","10","0","20","0","13","60","60","60","11","60","0","3","11","46","867","169","641","262","398","68","359","457","212","245","5","5","6","1","2","0","87","87","90","60","normal"
"50802","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50802 Ensure that ServletContext.getResourcePaths() includes static resources packaged in JAR files in its output.","Bug 50802  Deviation from servlet3 spec concerning resource lookup from META-INF/resources","deviat servlet3 spec concern resourc lookup meta inf resourc","","","""java/org/apache/naming/resources/BaseDirContext.java""","1","1","1","1","16","0","6","9","2","0","2","60","81","81","11","81","0","1","4","76","1623","223","538","274","205","865","191","305","156","149","8","8","12","7","3","2","105","105","109","84","normal"
"50802","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50802 Ensure that ServletContext.getResourcePaths() includes static resources packaged in JAR files in its output.","Bug 50802  Deviation from servlet3 spec concerning resource lookup from META-INF/resources","deviat servlet3 spec concern resourc lookup meta inf resourc","","","""java/org/apache/naming/resources/FileDirContext.java""","2","2","2","1","19","1","8","9","3","0","3","42","42","42","7","42","0","0","7","35","1108","203","425","168","228","481","180","278","111","167","13","13","14","8","4","1","94","94","98","54","normal"
"50802","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50802 Ensure that ServletContext.getResourcePaths() includes static resources packaged in JAR files in its output.","Bug 50802  Deviation from servlet3 spec concerning resource lookup from META-INF/resources","deviat servlet3 spec concern resourc lookup meta inf resourc","","","""java/org/apache/naming/resources/VirtualDirContext.java""","3","3","4","2","16","2","10","3","1","0","0","8","8","8","3","8","0","2","2","4","225","33","107","43","57","85","51","78","38","40","7","7","10","7","3","1","25","25","32","20","normal"
"50802","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50802 Ensure that ServletContext.getResourcePaths() includes static resources packaged in JAR files in its output.","Bug 50802  Deviation from servlet3 spec concerning resource lookup from META-INF/resources","deviat servlet3 spec concern resourc lookup meta inf resourc","","","""java/org/apache/naming/resources/WARDirContext.java""","1","1","1","1","17","0","7","9","3","0","1","42","42","42","6","42","0","1","9","32","993","172","378","169","188","443","173","254","120","134","7","7","7","5","5","1","78","78","81","56","normal"
"50826","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50826 Avoid IAE when Tomcat instance is destroyed without every being started. Add a test case for this.","Bug 50826  (Embedded) Tomcat.destroy() throws java.lang.IllegalArgumentException","embed tomcat destroy throw java lang illeg argument except illegalargumentexcept","Embedded Tomcat sometimes throws this exception when calling destroy() method:

java.lang.IllegalArgumentException: null source
	at java.util.EventObject.<init>(EventObject.java:56)
	at javax.management.Notification.<init>(Notification.java:184)
	at org.apache.catalina.core.StandardContext.destroyInternal(StandardContext.java:5433)
	at org.apache.catalina.util.LifecycleBase.destroy(LifecycleBase.java:285)
	at org.apache.catalina.core.ContainerBase.removeChild(ContainerBase.java:969)
	at org.apache.catalina.core.ContainerBase.destroyInternal(ContainerBase.java:1108)
	at org.apache.catalina.util.LifecycleBase.destroy(LifecycleBase.java:285)
	at org.apache.catalina.core.ContainerBase.removeChild(ContainerBase.java:969)
	at org.apache.catalina.core.ContainerBase.destroyInternal(ContainerBase.java:1108)
	at org.apache.catalina.util.LifecycleBase.destroy(LifecycleBase.java:285)
	at org.apache.catalina.core.StandardService.destroyInternal(StandardService.java:593)
	at org.apache.catalina.util.LifecycleBase.destroy(LifecycleBase.java:285)
	at org.apache.catalina.core.StandardServer.destroyInternal(StandardServer.java:786)
	at org.apache.catalina.util.LifecycleBase.destroy(LifecycleBase.java:285)
	at org.apache.catalina.startup.Tomcat.destroy(Tomcat.java:323)
	at su.msk.jet.nioproxy.rule.config.EmbeddedWebserver.stop(EmbeddedWebserver.java:26)

I think that StandardContext.destroyInternal() misses check that this.getObjectName()!=null","embed tomcat sometim throw except call destroy method java lang illeg argument except illegalargumentexcept null sourc java util event object eventobject init event object eventobject java javax manag notif init notif java apach catalina core standard context standardcontext destroy intern destroyintern standard context standardcontext java apach catalina util lifecycl base lifecyclebas destroy lifecycl base lifecyclebas java apach catalina core contain base containerbas remov child removechild contain base containerbas java apach catalina core contain base containerbas destroy intern destroyintern contain base containerbas java apach catalina util lifecycl base lifecyclebas destroy lifecycl base lifecyclebas java apach catalina core contain base containerbas remov child removechild contain base containerbas java apach catalina core contain base containerbas destroy intern destroyintern contain base containerbas java apach catalina util lifecycl base lifecyclebas destroy lifecycl base lifecyclebas java apach catalina core standard servic standardservic destroy intern destroyintern standard servic standardservic java apach catalina util lifecycl base lifecyclebas destroy lifecycl base lifecyclebas java apach catalina core standard server standardserv destroy intern destroyintern standard server standardserv java apach catalina util lifecycl base lifecyclebas destroy lifecycl base lifecyclebas java apach catalina startup tomcat destroy tomcat java msk jet nioproxi rule config embed webserv embeddedwebserv stop embed webserv embeddedwebserv java think standard context standardcontext destroy intern destroyintern miss check get object name getobjectnam null","""java/org/apache/catalina/core/StandardContext.java""","2","2","2","1","16","1","9","4","6","0","3","302","302","302","121","302","0","11","11","280","6425","1283","3311","1010","2004","1836","1475","2265","843","1422","54","54","69","9","5","1","694","694","751","392","normal"
"50826","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50826 Avoid IAE when Tomcat instance is destroyed without every being started. Add a test case for this.","Bug 50826  (Embedded) Tomcat.destroy() throws java.lang.IllegalArgumentException","embed tomcat destroy throw java lang illeg argument except illegalargumentexcept","Embedded Tomcat sometimes throws this exception when calling destroy() method:

java.lang.IllegalArgumentException: null source
	at java.util.EventObject.<init>(EventObject.java:56)
	at javax.management.Notification.<init>(Notification.java:184)
	at org.apache.catalina.core.StandardContext.destroyInternal(StandardContext.java:5433)
	at org.apache.catalina.util.LifecycleBase.destroy(LifecycleBase.java:285)
	at org.apache.catalina.core.ContainerBase.removeChild(ContainerBase.java:969)
	at org.apache.catalina.core.ContainerBase.destroyInternal(ContainerBase.java:1108)
	at org.apache.catalina.util.LifecycleBase.destroy(LifecycleBase.java:285)
	at org.apache.catalina.core.ContainerBase.removeChild(ContainerBase.java:969)
	at org.apache.catalina.core.ContainerBase.destroyInternal(ContainerBase.java:1108)
	at org.apache.catalina.util.LifecycleBase.destroy(LifecycleBase.java:285)
	at org.apache.catalina.core.StandardService.destroyInternal(StandardService.java:593)
	at org.apache.catalina.util.LifecycleBase.destroy(LifecycleBase.java:285)
	at org.apache.catalina.core.StandardServer.destroyInternal(StandardServer.java:786)
	at org.apache.catalina.util.LifecycleBase.destroy(LifecycleBase.java:285)
	at org.apache.catalina.startup.Tomcat.destroy(Tomcat.java:323)
	at su.msk.jet.nioproxy.rule.config.EmbeddedWebserver.stop(EmbeddedWebserver.java:26)

I think that StandardContext.destroyInternal() misses check that this.getObjectName()!=null","embed tomcat sometim throw except call destroy method java lang illeg argument except illegalargumentexcept null sourc java util event object eventobject init event object eventobject java javax manag notif init notif java apach catalina core standard context standardcontext destroy intern destroyintern standard context standardcontext java apach catalina util lifecycl base lifecyclebas destroy lifecycl base lifecyclebas java apach catalina core contain base containerbas remov child removechild contain base containerbas java apach catalina core contain base containerbas destroy intern destroyintern contain base containerbas java apach catalina util lifecycl base lifecyclebas destroy lifecycl base lifecyclebas java apach catalina core contain base containerbas remov child removechild contain base containerbas java apach catalina core contain base containerbas destroy intern destroyintern contain base containerbas java apach catalina util lifecycl base lifecyclebas destroy lifecycl base lifecyclebas java apach catalina core standard servic standardservic destroy intern destroyintern standard servic standardservic java apach catalina util lifecycl base lifecyclebas destroy lifecycl base lifecyclebas java apach catalina core standard server standardserv destroy intern destroyintern standard server standardserv java apach catalina util lifecycl base lifecyclebas destroy lifecycl base lifecyclebas java apach catalina startup tomcat destroy tomcat java msk jet nioproxi rule config embed webserv embeddedwebserv stop embed webserv embeddedwebserv java think standard context standardcontext destroy intern destroyintern miss check get object name getobjectnam null","""test/org/apache/catalina/startup/TestTomcat.java""","1","1","1","1","14","2","10","2","5","0","4","15","15","15","2","15","0","0","3","12","329","72","199","102","115","66","125","153","85","68","6","6","6","1","3","0","22","22","22","15","normal"
"50836","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50836 Better documentation of the meaning of Lifecycle.isAvailable() and correct a couple of cases where this could incorrectly return true.","Bug 50836  LifecycleState#isAvailable() to be more restrictive","lifecycl state lifecyclest is avail isavail restrict","I think some of the values returned by LifecycleState#isAvailable() are wrong.

1. I am certain that MUST_DESTROY should return false, because it is a state that is later than stopped.
2. I think that STOPPING_PREP should return false, because we can get there from the FAILED state.
3. I think that STARTING should return false, because it is too early to return true there.

As a result, the following is the complete list of states are to return true in #isAvailable():
STARTED, MUST_STOP","think valu return lifecycl state lifecyclest is avail isavail wrong certain must destroy return fals state later stop think stop prep return fals get fail state think start return fals earli return true result follow complet list state return true is avail isavail start must stop","""java/org/apache/catalina/Lifecycle.java""","0","0","0","0","0","0","0","0","1","0","13","0","9","9","0","9","0","0","0","9","304","50","25","24","13","229","23","24","24","0","0","0","0","0","0","9","0","0","0","0","normal"
"50836","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50836 Better documentation of the meaning of Lifecycle.isAvailable() and correct a couple of cases where this could incorrectly return true.","Bug 50836  LifecycleState#isAvailable() to be more restrictive","lifecycl state lifecyclest is avail isavail restrict","I think some of the values returned by LifecycleState#isAvailable() are wrong.

1. I am certain that MUST_DESTROY should return false, because it is a state that is later than stopped.
2. I think that STOPPING_PREP should return false, because we can get there from the FAILED state.
3. I think that STARTING should return false, because it is too early to return true there.

As a result, the following is the complete list of states are to return true in #isAvailable():
STARTED, MUST_STOP","think valu return lifecycl state lifecyclest is avail isavail wrong certain must destroy return fals state later stop think stop prep return fals get fail state think start return fals earli return true result follow complet list state return true is avail isavail start must stop","""java/org/apache/catalina/util/LifecycleBase.java""","3","3","4","1","18","2","12","4","1","0","2","14","18","18","2","18","0","2","7","9","378","72","200","50","121","106","77","120","36","84","9","9","13","3","2","1","42","42","57","18","normal"
"50836","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50836 Better documentation of the meaning of Lifecycle.isAvailable() and correct a couple of cases where this could incorrectly return true.","Bug 50836  LifecycleState#isAvailable() to be more restrictive","lifecycl state lifecyclest is avail isavail restrict","I think some of the values returned by LifecycleState#isAvailable() are wrong.

1. I am certain that MUST_DESTROY should return false, because it is a state that is later than stopped.
2. I think that STOPPING_PREP should return false, because we can get there from the FAILED state.
3. I think that STARTING should return false, because it is too early to return true there.

As a result, the following is the complete list of states are to return true in #isAvailable():
STARTED, MUST_STOP","think valu return lifecycl state lifecyclest is avail isavail wrong certain must destroy return fals state later stop think stop prep return fals get fail state think start return fals earli return true result follow complet list state return true is avail isavail start must stop","""java/org/apache/catalina/LifecycleListener.java""","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","42","9","4","3","0","29","2","3","3","0","0","0","0","0","0","7","0","0","0","0","normal"
"50836","0","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50836 Better documentation of the meaning of Lifecycle.isAvailable() and correct a couple of cases where this could incorrectly return true.","Bug 50836  LifecycleState#isAvailable() to be more restrictive","lifecycl state lifecyclest is avail isavail restrict","I think some of the values returned by LifecycleState#isAvailable() are wrong.

1. I am certain that MUST_DESTROY should return false, because it is a state that is later than stopped.
2. I think that STOPPING_PREP should return false, because we can get there from the FAILED state.
3. I think that STARTING should return false, because it is too early to return true there.

As a result, the following is the complete list of states are to return true in #isAvailable():
STARTED, MUST_STOP","think valu return lifecycl state lifecyclest is avail isavail wrong certain must destroy return fals state later stop think stop prep return fals get fail state think start return fals earli return true result follow complet list state return true is avail isavail start must stop","""java/org/apache/catalina/LifecycleState.java""","1","1","1","1","3","0","2","1","1","0","0","5","3","5","16","5","0","1","0","4","61","6","29","21","4","26","8","11","7","4","1","1","1","1","0","1","5","5","5","5","normal"
"50855","3","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50855 Fix NPE on HttpServletRequest.logout() when debug logging is enabled.","Bug 50855  NullPointerException thrown in AuthenticatorBase.register method for null principal","null pointer except nullpointerexcept thrown authent base authenticatorbas regist method null princip","","","""java/org/apache/catalina/authenticator/AuthenticatorBase.java""","2","2","3","1","19","2","10","7","1","0","7","29","31","31","12","31","0","0","6","25","873","156","377","125","222","342","176","263","103","160","30","30","34","8","5","1","86","86","94","42","normal"
